2019-05-14 08:52:53,245 DEBUG [SpringJUnit4ClassRunner]  - SpringJUnit4ClassRunner constructor called with [class pl.tau.boardgame.service.FigureManagerTest]
2019-05-14 08:52:56,462 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Owner{firstName=Konstanty, figures=[pl.tau.boardgame.domain.Figure#622, pl.tau.boardgame.domain.Figure#623], id=625}
2019-05-14 08:52:56,462 DEBUG [SQL]  - insert into owner (firstName, id) values (?, ?)
2019-05-14 08:52:56,463 DEBUG [SQL]  - update figure set HP=?, name=?, owner_id=? where id=?
2019-05-14 08:52:56,464 DEBUG [SQL]  - update figure set HP=?, name=?, owner_id=? where id=?
2019-05-14 08:52:56,465 DEBUG [HibernateTransactionManager]  - Found thread-bound Session [SessionImpl(PersistenceContext[entityKeys=[EntityKey[pl.tau.boardgame.domain.Figure#621], EntityKey[pl.tau.boardgame.domain.Figure#622], EntityKey[pl.tau.boardgame.domain.Figure#623], EntityKey[pl.tau.boardgame.domain.Owner#624], EntityKey[pl.tau.boardgame.domain.Owner#625]],collectionKeys=[CollectionKey[pl.tau.boardgame.domain.Owner.figures#625], CollectionKey[pl.tau.boardgame.domain.Owner.figures#624]]];ActionQueue[insertions=ExecutableList{size=0} updates=ExecutableList{size=0} deletions=ExecutableList{size=0} orphanRemovals=ExecutableList{size=0} collectionCreations=ExecutableList{size=0} collectionRemovals=ExecutableList{size=0} collectionUpdates=ExecutableList{size=0} collectionQueuedOps=ExecutableList{size=0} unresolvedInsertDependencies=null])] for Hibernate transaction
2019-05-14 08:52:56,465 DEBUG [HibernateTransactionManager]  - Participating in existing transaction
2019-05-14 08:52:56,465 DEBUG [AbstractFlushingEventListener]  - Processing flush-time cascades
2019-05-14 08:52:56,465 DEBUG [AbstractFlushingEventListener]  - Dirty checking collections
2019-05-14 08:52:56,465 DEBUG [Collections]  - Collection found: [pl.tau.boardgame.domain.Owner.figures#624], was: [pl.tau.boardgame.domain.Owner.figures#624] (initialized)
2019-05-14 08:52:56,465 DEBUG [Collections]  - Collection found: [pl.tau.boardgame.domain.Owner.figures#625], was: [pl.tau.boardgame.domain.Owner.figures#625] (initialized)
2019-05-14 08:52:56,465 DEBUG [AbstractFlushingEventListener]  - Flushed: 0 insertions, 0 updates, 0 deletions to 5 objects
2019-05-14 08:52:56,465 DEBUG [AbstractFlushingEventListener]  - Flushed: 0 (re)creations, 0 updates, 0 removals to 2 collections
2019-05-14 08:52:56,465 DEBUG [EntityPrinter]  - Listing entities:
2019-05-14 08:52:56,465 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#624, HP=500, name=skeleton, id=621}
2019-05-14 08:52:56,465 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#625, HP=200, name=ragnaros, id=622}
2019-05-14 08:52:56,465 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Figure{owner=pl.tau.boardgame.domain.Owner#625, HP=300, name=gnar, id=623}
2019-05-14 08:52:56,465 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Owner{firstName=Andrzej, figures=[pl.tau.boardgame.domain.Figure#621], id=624}
2019-05-14 08:52:56,465 DEBUG [EntityPrinter]  - pl.tau.boardgame.domain.Owner{firstName=Konstanty, figures=[pl.tau.boardgame.domain.Figure#622, pl.tau.boardgame.domain.Figure#623], id=625}
2019-05-14 08:52:56,466 DEBUG [SQL]  - select figure0_.id as id1_0_, figure0_.HP as HP2_0_, figure0_.name as name3_0_, figure0_.owner_id as owner_id4_0_ from figure figure0_
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result set row: 0
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#252]
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result set row: 1
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#253]
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result set row: 2
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#256]
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result set row: 3
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#257]
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result set row: 4
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#258]
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result set row: 5
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#261]
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result set row: 6
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#262]
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result set row: 7
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#263]
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result set row: 8
2019-05-14 08:52:56,467 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#266]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 9
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#267]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 10
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#268]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 11
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#271]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 12
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#272]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 13
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#273]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 14
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#276]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 15
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#277]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 16
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#278]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 17
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#281]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 18
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#282]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 19
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#283]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 20
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#286]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 21
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#287]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 22
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#288]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 23
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#291]
2019-05-14 08:52:56,468 DEBUG [Loader]  - Result set row: 24
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#292]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 25
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#293]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 26
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#296]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 27
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#297]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 28
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#298]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 29
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#302]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 30
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#303]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 31
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#306]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 32
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#307]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 33
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#308]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 34
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#311]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 35
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#312]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 36
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#313]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 37
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#316]
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result set row: 38
2019-05-14 08:52:56,469 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#317]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 39
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#318]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 40
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#321]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 41
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#322]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 42
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#323]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 43
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#326]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 44
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#327]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 45
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#328]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 46
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#331]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 47
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#332]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 48
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#333]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 49
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#336]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 50
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#337]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 51
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#338]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 52
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#341]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 53
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#342]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 54
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#343]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 55
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#346]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 56
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#347]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 57
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#348]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 58
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#352]
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result set row: 59
2019-05-14 08:52:56,470 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#353]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 60
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#356]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 61
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#357]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 62
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#358]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 63
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#361]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 64
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#362]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 65
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#363]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 66
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#366]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 67
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#367]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 68
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#368]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 69
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#371]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 70
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#372]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 71
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#373]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 72
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#376]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 73
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#377]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 74
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#378]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 75
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#381]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 76
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#382]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 77
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#383]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 78
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#386]
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result set row: 79
2019-05-14 08:52:56,471 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#387]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 80
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#388]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 81
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#391]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 82
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#392]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 83
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#393]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 84
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#396]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 85
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#397]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 86
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#398]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 87
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#402]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 88
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#403]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 89
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#406]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 90
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#407]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 91
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#408]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 92
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#411]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 93
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#412]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 94
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#413]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 95
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#416]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 96
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#417]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 97
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#418]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 98
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#421]
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result set row: 99
2019-05-14 08:52:56,472 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#422]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 100
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#423]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 101
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#426]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 102
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#427]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 103
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#428]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 104
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#431]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 105
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#432]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 106
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#433]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 107
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#436]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 108
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#437]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 109
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#438]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 110
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#441]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 111
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#442]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 112
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#443]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 113
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#446]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 114
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#447]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 115
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#448]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 116
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#452]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 117
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#453]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 118
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#456]
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result set row: 119
2019-05-14 08:52:56,473 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#457]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 120
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#458]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 121
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#461]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 122
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#462]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 123
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#463]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 124
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#466]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 125
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#467]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 126
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#468]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 127
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#471]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 128
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#472]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 129
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#473]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 130
